conversation_id,utterance_id,turn_id,speaker,text,segments,split
dlg-5c297c63-b0ce-439c-ba2c-d66fdddce81e,dlg-5c297c63-b0ce-439c-ba2c-d66fdddce81e_13,13,USER,Two.,"[{""start_index"":0,""end_index"":3,""text"":""Two"",""annotations"":[{""name"":""movie_ticket.num.tickets""}]}]",train
dlg-5c297c63-b0ce-439c-ba2c-d66fdddce81e,dlg-5c297c63-b0ce-439c-ba2c-d66fdddce81e_14,14,ASSISTANT,Tickets have been sent to your email.,"[{""start_index"":0,""end_index"":36,""text"":""Tickets have been sent to your email"",""annotations"":[{""name"":""movie_ticket.ticket_booking""}]}]",train
dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e,dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e_3,3,USER,I was thinking about a little fantasy movie.,"[{""start_index"":30,""end_index"":37,""text"":""fantasy"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":23,""end_index"":43,""text"":""little fantasy movie"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e,dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e_5,5,USER,A fantasy movie.,"[{""start_index"":2,""end_index"":9,""text"":""fantasy"",""annotations"":[{""name"":""movie_search.genre""}]}]",train
dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e,dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e_6,6,ASSISTANT,"Fantasy movie, sure thing, there are a handful of things to choose from the top three movies. I think you would like or Labyrinth, The Dark Crystal, Pan's Labyrinth, and Willow and many more.","[{""start_index"":0,""end_index"":7,""text"":""Fantasy"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":120,""end_index"":129,""text"":""Labyrinth"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":131,""end_index"":147,""text"":""The Dark Crystal"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":149,""end_index"":164,""text"":""Pan's Labyrinth"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":170,""end_index"":176,""text"":""Willow"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e,dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e_7,7,USER,Could you tell me about Pan's Labyrinth?,"[{""start_index"":24,""end_index"":39,""text"":""Pan's Labyrinth"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e,dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e_8,8,ASSISTANT,"Yeah, sure thing Pan's Labyrinth, In 1944 Spain young Ofelia (Ivana Baquero) and her ailing mother (Ariadna Gil) arrive at the post of her mother's new husband (Sergi López), a sadistic army officer who is trying to quell a guerrilla uprising. While exploring an ancient maze, Ofelia encounters the faun Pan, who tells her that she is a legendary lost princess and must complete three dangerous tasks in order to claim immortality.","[{""start_index"":17,""end_index"":32,""text"":""Pan's Labyrinth"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":54,""end_index"":60,""text"":""Ofelia"",""annotations"":[{""name"":""movie_search.character""}]},{""start_index"":62,""end_index"":75,""text"":""Ivana Baquero"",""annotations"":[{""name"":""movie_search.real_person""}]},{""start_index"":100,""end_index"":111,""text"":""Ariadna Gil"",""annotations"":[{""name"":""movie_search.real_person""}]},{""start_index"":161,""end_index"":172,""text"":""Sergi López"",""annotations"":[{""name"":""movie_search.real_person""}]},{""start_index"":277,""end_index"":283,""text"":""Ofelia"",""annotations"":[{""name"":""movie_search.character""}]},{""start_index"":304,""end_index"":307,""text"":""Pan"",""annotations"":[{""name"":""movie_search.character""}]},{""start_index"":34,""end_index"":430,""text"":""In 1944 Spain young Ofelia (Ivana Baquero) and her ailing mother (Ariadna Gil) arrive at the post of her mother's new husband (Sergi López), a sadistic army officer who is trying to quell a guerrilla uprising. While exploring an ancient maze, Ofelia encounters the faun Pan, who tells her that she is a legendary lost princess and must complete three dangerous tasks in order to claim immortality"",""annotations"":[{""name"":""movie_search.synopsis""}]}]",train
dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e,dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e_9,9,USER,That sounds pretty good. Can I get that on Hulu Plus?,"[{""start_index"":43,""end_index"":52,""text"":""Hulu Plus"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",train
dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e,dlg-5c5e7433-7f65-4120-9a06-3fbb03c0ee4e_10,10,ASSISTANT,"Sure, I can. It is available on Hulu Plus and also on Google Play.","[{""start_index"":32,""end_index"":41,""text"":""Hulu Plus"",""annotations"":[{""name"":""movie_search.streaming_service""}]},{""start_index"":54,""end_index"":65,""text"":""Google Play"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",train
dlg-5c634cd7-8319-4db2-b131-faf4e78515ac,dlg-5c634cd7-8319-4db2-b131-faf4e78515ac_3,3,USER,I'm looking for a film that critics love.,"[{""start_index"":28,""end_index"":40,""text"":""critics love"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-5c634cd7-8319-4db2-b131-faf4e78515ac,dlg-5c634cd7-8319-4db2-b131-faf4e78515ac_5,5,USER,I like the movie Anchorman.,"[{""start_index"":17,""end_index"":26,""text"":""Anchorman"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c634cd7-8319-4db2-b131-faf4e78515ac,dlg-5c634cd7-8319-4db2-b131-faf4e78515ac_6,6,ASSISTANT,Let me find you something similar to Anchorman: The Legend of Ron Burgundy.,"[{""start_index"":37,""end_index"":74,""text"":""Anchorman: The Legend of Ron Burgundy"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":26,""end_index"":74,""text"":""similar to Anchorman: The Legend of Ron Burgundy"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-5c634cd7-8319-4db2-b131-faf4e78515ac,dlg-5c634cd7-8319-4db2-b131-faf4e78515ac_8,8,ASSISTANT,One moment. I have found few options for you. 1st Escape plan.,"[{""start_index"":50,""end_index"":61,""text"":""Escape plan"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c634cd7-8319-4db2-b131-faf4e78515ac,dlg-5c634cd7-8319-4db2-b131-faf4e78515ac_11,11,ASSISTANT,2nd Castaway on the Moon.,"[{""start_index"":4,""end_index"":24,""text"":""Castaway on the Moon"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c634cd7-8319-4db2-b131-faf4e78515ac,dlg-5c634cd7-8319-4db2-b131-faf4e78515ac_13,13,ASSISTANT,3rd Creed.,"[{""start_index"":4,""end_index"":9,""text"":""Creed"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c634cd7-8319-4db2-b131-faf4e78515ac,dlg-5c634cd7-8319-4db2-b131-faf4e78515ac_14,14,USER,Is Creed available on Hulu Plus?,"[{""start_index"":3,""end_index"":8,""text"":""Creed"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":22,""end_index"":31,""text"":""Hulu Plus"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",train
dlg-5c634cd7-8319-4db2-b131-faf4e78515ac,dlg-5c634cd7-8319-4db2-b131-faf4e78515ac_15,15,ASSISTANT,Creed is available on Hulu with subscription.,"[{""start_index"":0,""end_index"":5,""text"":""Creed"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":22,""end_index"":26,""text"":""Hulu"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",train
dlg-5c696af0-4755-4939-b260-5e664dba2a92,dlg-5c696af0-4755-4939-b260-5e664dba2a92_2,2,USER,Romantic comedies.,"[{""start_index"":0,""end_index"":17,""text"":""Romantic comedies"",""annotations"":[{""name"":""movie_search.genre""}]}]",train
dlg-5c696af0-4755-4939-b260-5e664dba2a92,dlg-5c696af0-4755-4939-b260-5e664dba2a92_3,3,ASSISTANT,The romantic comedies that are playing currently are Beauty and the Beast Fifty Shades Darker and a United Kingdom.,"[{""start_index"":4,""end_index"":21,""text"":""romantic comedies"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":53,""end_index"":73,""text"":""Beauty and the Beast"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":74,""end_index"":93,""text"":""Fifty Shades Darker"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":98,""end_index"":114,""text"":""a United Kingdom"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c696af0-4755-4939-b260-5e664dba2a92,dlg-5c696af0-4755-4939-b260-5e664dba2a92_4,4,USER,No. I'm going to change my mind. I prefer dramas.,"[{""start_index"":42,""end_index"":48,""text"":""dramas"",""annotations"":[{""name"":""movie_search.genre""}]}]",train
dlg-5c696af0-4755-4939-b260-5e664dba2a92,dlg-5c696af0-4755-4939-b260-5e664dba2a92_5,5,ASSISTANT,The top three drama that are playing right now are The Shack hidden figures and Before I fall is there one of those that you would like to see.,"[{""start_index"":4,""end_index"":19,""text"":""top three drama"",""annotations"":[{""name"":""movie_search.other_description""}]},{""start_index"":14,""end_index"":19,""text"":""drama"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":80,""end_index"":93,""text"":""Before I fall"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":51,""end_index"":60,""text"":""The Shack"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":61,""end_index"":75,""text"":""hidden figures"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c696af0-4755-4939-b260-5e664dba2a92,dlg-5c696af0-4755-4939-b260-5e664dba2a92_6,6,USER,Hidden Figures.,"[{""start_index"":0,""end_index"":14,""text"":""Hidden Figures"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c696af0-4755-4939-b260-5e664dba2a92,dlg-5c696af0-4755-4939-b260-5e664dba2a92_7,7,ASSISTANT,Do you have any questions about Hidden figures?,"[{""start_index"":32,""end_index"":46,""text"":""Hidden figures"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5c696af0-4755-4939-b260-5e664dba2a92,dlg-5c696af0-4755-4939-b260-5e664dba2a92_9,9,ASSISTANT,"Hidden figures is playing at AMC Van Ness 14 at 4:05 PM, 7:10 PM and 10:10 PM tonight.","[{""start_index"":29,""end_index"":44,""text"":""AMC Van Ness 14"",""annotations"":[{""name"":""movie_ticket.name.theater""}]},{""start_index"":0,""end_index"":14,""text"":""Hidden figures"",""annotations"":[{""name"":""movie_ticket.name.movie""}]},{""start_index"":48,""end_index"":55,""text"":""4:05 PM"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":57,""end_index"":64,""text"":""7:10 PM"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":69,""end_index"":77,""text"":""10:10 PM"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-5c696af0-4755-4939-b260-5e664dba2a92,dlg-5c696af0-4755-4939-b260-5e664dba2a92_14,14,ASSISTANT,"Okay, I will get you those tickets and send them to you now. Enjoy your movie.","[{""start_index"":6,""end_index"":59,""text"":""I will get you those tickets and send them to you now"",""annotations"":[{""name"":""movie_ticket.ticket_booking""}]}]",train
dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3,dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3_4,4,USER,How about some R-rated action?,"[{""start_index"":15,""end_index"":22,""text"":""R-rated"",""annotations"":[{""name"":""movie_search.movie_rating""}]}]",validation
dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3,dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3_5,5,ASSISTANT,"Okay, how about die hard or crank or deadpool or 300?","[{""start_index"":16,""end_index"":24,""text"":""die hard"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":28,""end_index"":33,""text"":""crank"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":37,""end_index"":45,""text"":""deadpool"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":49,""end_index"":52,""text"":""300"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",validation
dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3,dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3_6,6,USER,Could you show me a trailer of Deadpool?,"[{""start_index"":31,""end_index"":39,""text"":""Deadpool"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",validation
dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3,dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3_7,7,ASSISTANT,Here is the deadpool trailer.,"[{""start_index"":12,""end_index"":20,""text"":""deadpool"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",validation
dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3,dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3_8,8,USER,Yeah. I think that's what I want to watch. Can I get this on YouTube?,"[{""start_index"":61,""end_index"":68,""text"":""YouTube"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",validation
dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3,dlg-5c6af33f-e6cc-4dbe-a31a-ecbe7d78d3e3_9,9,ASSISTANT,"Sure, its on YouTube for $14.99.","[{""start_index"":13,""end_index"":20,""text"":""YouTube"",""annotations"":[{""name"":""movie_search.streaming_service""}]},{""start_index"":25,""end_index"":31,""text"":""$14.99"",""annotations"":[{""name"":""movie_search.price.streaming""}]}]",validation
dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86,dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86_1,1,USER,"Hello. I would like to find some movies. Something kind of like a science fiction, you know, that kind of genre.","[{""start_index"":66,""end_index"":81,""text"":""science fiction"",""annotations"":[{""name"":""movie_search.genre""}]}]",test
dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86,dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86_4,4,ASSISTANT,How about arrival or deadpool or batman vs superman?,"[{""start_index"":10,""end_index"":17,""text"":""arrival"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":21,""end_index"":29,""text"":""deadpool"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":33,""end_index"":51,""text"":""batman vs superman"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",test
dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86,dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86_5,5,USER,Does one of them have a lead female actor?,"[{""start_index"":24,""end_index"":41,""text"":""lead female actor"",""annotations"":[{""name"":""movie_search.other_description""}]}]",test
dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86,dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86_6,6,ASSISTANT,How about wonder woman for that or rogue one a star wars story?,"[{""start_index"":10,""end_index"":22,""text"":""wonder woman"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":35,""end_index"":62,""text"":""rogue one a star wars story"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",test
dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86,dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86_7,7,USER,Any one of those on iTunes?,"[{""start_index"":20,""end_index"":26,""text"":""iTunes"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",test
dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86,dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86_8,8,ASSISTANT,Both of them are on iTunes.,"[{""start_index"":20,""end_index"":26,""text"":""iTunes"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",test
dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86,dlg-5c98770b-bc5c-48be-9624-8ab6d1b5ef86_9,9,USER,"Okay. Wonder Woman, then. Thank you.","[{""start_index"":6,""end_index"":18,""text"":""Wonder Woman"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",test
dlg-5c9a7f46-9305-4b7c-8e5c-39cd323e9336,dlg-5c9a7f46-9305-4b7c-8e5c-39cd323e9336_1,1,USER,Hi. I need some help in finding a movie to watch at home. I'm hope that you can help me to find one. I'm looking for a movie Harry Met Sally by Billy Crystal.,"[{""start_index"":125,""end_index"":140,""text"":""Harry Met Sally"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":144,""end_index"":157,""text"":""Billy Crystal"",""annotations"":[{""name"":""movie_search.real_person""}]}]",train
dlg-5c9a7f46-9305-4b7c-8e5c-39cd323e9336,dlg-5c9a7f46-9305-4b7c-8e5c-39cd323e9336_3,3,USER,Great. I'm wondering is that playing on Hulu Plus or Google Play?,"[{""start_index"":40,""end_index"":49,""text"":""Hulu Plus"",""annotations"":[{""name"":""movie_search.streaming_service""}]},{""start_index"":53,""end_index"":64,""text"":""Google Play"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",train
dlg-5c9a7f46-9305-4b7c-8e5c-39cd323e9336,dlg-5c9a7f46-9305-4b7c-8e5c-39cd323e9336_4,4,ASSISTANT,"Yeah, Harry Met Sally is playing on both Google Play and Hulu plus.","[{""start_index"":6,""end_index"":21,""text"":""Harry Met Sally"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":41,""end_index"":52,""text"":""Google Play"",""annotations"":[{""name"":""movie_search.streaming_service""}]},{""start_index"":57,""end_index"":66,""text"":""Hulu plus"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",train
dlg-5c9a7f46-9305-4b7c-8e5c-39cd323e9336,dlg-5c9a7f46-9305-4b7c-8e5c-39cd323e9336_5,5,USER,Okay. I'd like to check it out on Hulu Plus.,"[{""start_index"":34,""end_index"":43,""text"":""Hulu Plus"",""annotations"":[{""name"":""movie_search.streaming_service""}]}]",train
dlg-5cb97333-9811-4401-a8a2-f032c0215521,dlg-5cb97333-9811-4401-a8a2-f032c0215521_2,2,ASSISTANT,"Based on your recent movie going history, let me recommend the action thriller John Wick 2 and starring Keanu Reeves.","[{""start_index"":63,""end_index"":78,""text"":""action thriller"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":79,""end_index"":90,""text"":""John Wick 2"",""annotations"":[{""name"":""movie_search.name.movie""}]},{""start_index"":104,""end_index"":116,""text"":""Keanu Reeves"",""annotations"":[{""name"":""movie_search.real_person""}]}]",train
dlg-5cb97333-9811-4401-a8a2-f032c0215521,dlg-5cb97333-9811-4401-a8a2-f032c0215521_9,9,USER,I would like to go at around 7:00 p.m.,"[{""start_index"":29,""end_index"":37,""text"":""7:00 p.m"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-5cb97333-9811-4401-a8a2-f032c0215521,dlg-5cb97333-9811-4401-a8a2-f032c0215521_13,13,ASSISTANT,Alright. I found a movie theater close to you and it's called AMC Van Ness 14.,"[{""start_index"":62,""end_index"":77,""text"":""AMC Van Ness 14"",""annotations"":[{""name"":""movie_search.name.theater""}]}]",train
dlg-5cb97333-9811-4401-a8a2-f032c0215521,dlg-5cb97333-9811-4401-a8a2-f032c0215521_14,14,ASSISTANT,And there is a showtime at 7:40 PM for $14.,"[{""start_index"":27,""end_index"":34,""text"":""7:40 PM"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":39,""end_index"":42,""text"":""$14"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-5ce7bd37-9379-410f-a568-68b46b750005,dlg-5ce7bd37-9379-410f-a568-68b46b750005_0,0,USER,"I'm looking for a movie that I can watch through Google Play that's based on a true story and specifically, something that was a big hit at the box office.","[{""start_index"":49,""end_index"":60,""text"":""Google Play"",""annotations"":[{""name"":""movie_search.streaming_service""}]},{""start_index"":61,""end_index"":154,""text"":""that's based on a true story and specifically, something that was a big hit at the box office"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-5ce7bd37-9379-410f-a568-68b46b750005,dlg-5ce7bd37-9379-410f-a568-68b46b750005_5,5,ASSISTANT,Hidden Figures.,"[{""start_index"":0,""end_index"":14,""text"":""Hidden Figures"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5ce7bd37-9379-410f-a568-68b46b750005,dlg-5ce7bd37-9379-410f-a568-68b46b750005_7,7,ASSISTANT,"Three brilliant African-American women at NASA -- Katherine Johnson (Taraji P. Henson), Dorothy Vaughan (Octavia Spencer) and Mary Jackson (Janelle Monáe) serve as the brains behind one of the greatest operations in history, the launch of astronaut John Glenn (Glen Powell) into orbit, a stunning achievement that restored the nation's confidence, turned around the Space Race and galvanized the world.","[{""start_index"":50,""end_index"":67,""text"":""Katherine Johnson"",""annotations"":[{""name"":""movie_search.character""}]},{""start_index"":69,""end_index"":85,""text"":""Taraji P. Henson"",""annotations"":[{""name"":""movie_search.real_person""}]},{""start_index"":88,""end_index"":103,""text"":""Dorothy Vaughan"",""annotations"":[{""name"":""movie_search.character""}]},{""start_index"":105,""end_index"":120,""text"":""Octavia Spencer"",""annotations"":[{""name"":""movie_search.real_person""}]},{""start_index"":126,""end_index"":138,""text"":""Mary Jackson"",""annotations"":[{""name"":""movie_search.character""}]},{""start_index"":140,""end_index"":153,""text"":""Janelle Monáe"",""annotations"":[{""name"":""movie_search.real_person""}]},{""start_index"":249,""end_index"":259,""text"":""John Glenn"",""annotations"":[{""name"":""movie_search.character""}]},{""start_index"":261,""end_index"":272,""text"":""Glen Powell"",""annotations"":[{""name"":""movie_search.real_person""}]},{""start_index"":0,""end_index"":401,""text"":""Three brilliant African-American women at NASA -- Katherine Johnson (Taraji P. Henson), Dorothy Vaughan (Octavia Spencer) and Mary Jackson (Janelle Monáe) serve as the brains behind one of the greatest operations in history, the launch of astronaut John Glenn (Glen Powell) into orbit, a stunning achievement that restored the nation's confidence, turned around the Space Race and galvanized the world"",""annotations"":[{""name"":""movie_search.synopsis""}]}]",train
dlg-5ce7bd37-9379-410f-a568-68b46b750005,dlg-5ce7bd37-9379-410f-a568-68b46b750005_8,8,USER,That sounds pretty good. How much did that make in its opening week at the box office?,"[{""start_index"":38,""end_index"":85,""text"":""that make in its opening week at the box office"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-5ce7bd37-9379-410f-a568-68b46b750005,dlg-5ce7bd37-9379-410f-a568-68b46b750005_12,12,ASSISTANT,"Opening week is about $22,800,057.","[{""start_index"":0,""end_index"":33,""text"":""Opening week is about $22,800,057"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_2,2,USER,I'm looking for a comedy or romantic comedy.,"[{""start_index"":18,""end_index"":24,""text"":""comedy"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":28,""end_index"":43,""text"":""romantic comedy"",""annotations"":[{""name"":""movie_search.genre""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_8,8,USER,The closest movie theater next to me.,"[{""start_index"":4,""end_index"":25,""text"":""closest movie theater"",""annotations"":[{""name"":""movie_search.location.theater""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_10,10,USER,"If possible, ticket prices less than $12 per person.","[{""start_index"":27,""end_index"":40,""text"":""less than $12"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_12,12,ASSISTANT,Do you want a standard show?,"[{""start_index"":14,""end_index"":22,""text"":""standard"",""annotations"":[{""name"":""movie_search.type.screening""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_13,13,USER,"Yeah, standard show is fine.","[{""start_index"":6,""end_index"":14,""text"":""standard"",""annotations"":[{""name"":""movie_search.type.screening""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_16,16,ASSISTANT,It looks like there is one movie playing near you that is a romantic comedy.,"[{""start_index"":41,""end_index"":49,""text"":""near you"",""annotations"":[{""name"":""movie_search.location.theater""}]},{""start_index"":60,""end_index"":75,""text"":""romantic comedy"",""annotations"":[{""name"":""movie_search.genre""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_17,17,ASSISTANT,It's called La La Land.,"[{""start_index"":12,""end_index"":22,""text"":""La La Land"",""annotations"":[{""name"":""movie_search.name.movie""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_19,19,ASSISTANT,The nearest theater to you is century cinemas 16.,"[{""start_index"":4,""end_index"":19,""text"":""nearest theater"",""annotations"":[{""name"":""movie_search.location.theater""}]},{""start_index"":30,""end_index"":48,""text"":""century cinemas 16"",""annotations"":[{""name"":""movie_search.name.theater""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_20,20,ASSISTANT,"The showtimes for tomorrow are 4:40 p.m, 6:05 p.m, 7:40 p.m, 7:05 p.m.","[{""start_index"":31,""end_index"":39,""text"":""4:40 p.m"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":41,""end_index"":49,""text"":""6:05 p.m"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":51,""end_index"":59,""text"":""7:40 p.m"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":61,""end_index"":69,""text"":""7:05 p.m"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_21,21,USER,I'll take 7:40.,"[{""start_index"":10,""end_index"":14,""text"":""7:40"",""annotations"":[{""name"":""movie_search.time.start""}]}]",train
dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d,dlg-5cf0501d-f658-455a-b2f4-255a455dfa6d_22,22,ASSISTANT,"Okay. 7:40 p.m, the ticket prices are $12.","[{""start_index"":6,""end_index"":14,""text"":""7:40 p.m"",""annotations"":[{""name"":""movie_search.time.start""}]},{""start_index"":38,""end_index"":41,""text"":""$12"",""annotations"":[{""name"":""movie_search.price.ticket""}]}]",train
dlg-5cf3ebf8-0155-48a2-8fed-7b37c61509b4,dlg-5cf3ebf8-0155-48a2-8fed-7b37c61509b4_0,0,USER,Hi. I'd like to watch a Tom Hanks drama movie tonight. I would really like Steven Spielberg to be the director and I'd like to watch it on YouTube.,"[{""start_index"":139,""end_index"":146,""text"":""YouTube"",""annotations"":[{""name"":""movie_search.streaming_service""}]},{""start_index"":24,""end_index"":33,""text"":""Tom Hanks"",""annotations"":[{""name"":""movie_search.real_person""}]},{""start_index"":34,""end_index"":39,""text"":""drama"",""annotations"":[{""name"":""movie_search.genre""}]},{""start_index"":75,""end_index"":91,""text"":""Steven Spielberg"",""annotations"":[{""name"":""movie_search.release_date""}]},{""start_index"":24,""end_index"":39,""text"":""Tom Hanks drama"",""annotations"":[{""name"":""movie_search.other_description""}]},{""start_index"":75,""end_index"":110,""text"":""Steven Spielberg to be the director"",""annotations"":[{""name"":""movie_search.other_description""}]}]",train
