conversation_id,example_id,source_id,input_text,target_text,split
dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_3_4__g2,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_3_4,Here is Radiohead with Creep.,Here is the song Creep by Radiohead.,train
dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_5_6__g1,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_5_6,This song was older.,This track was an older one.,train
dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_5_6__g2,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_5_6,This song was older.,This song was from an earlier time.,train
dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_7_10__g1,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_7_10,That song was nine years old. Here is Body Snatchers by Radiohead.,That track was nine years old. I'm playing Body Snatchers by Radiohead for you now.,train
dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_7_10__g2,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd_7_10,That song was nine years old. Here is Body Snatchers by Radiohead.,The song was nine years old. Here is Radiohead's Body Snatchers.,train
dlg-7a7342e8-a09a-4afc-8721-2add85b37daa,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_1_2__g1,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_1_2,Here's Look What You Made Me Do by Taylor Swift.,I have Look What You Made Me Do by Taylor Swift for you.,train
dlg-7a7342e8-a09a-4afc-8721-2add85b37daa,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_1_2__g2,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_1_2,Here's Look What You Made Me Do by Taylor Swift.,Here is the song Look What You Made Me Do by Taylor Swift.,train
dlg-7a7342e8-a09a-4afc-8721-2add85b37daa,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_3_5__g1,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_3_5,Here's Should've Said No by Taylor Swift.,I have Should've Said No by Taylor Swift for you.,train
dlg-7a7342e8-a09a-4afc-8721-2add85b37daa,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_3_5__g2,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_3_5,Here's Should've Said No by Taylor Swift.,Here is the song Should've Said No by Taylor Swift.,train
dlg-7a7342e8-a09a-4afc-8721-2add85b37daa,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_6_9__g1,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_6_9,Here's Ready For It by Taylor Swift. Here's Blank Space by Taylor Swift.,I have Ready For It by Taylor Swift for you. Here is Blank Space by Taylor Swift.,train
dlg-7a7342e8-a09a-4afc-8721-2add85b37daa,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_6_9__g2,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa_6_9,Here's Ready For It by Taylor Swift. Here's Blank Space by Taylor Swift.,"Here is Taylor Swift's Ready For It. Also, here is Blank Space by Taylor Swift.",train
dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_0_2__g1,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_0_2,Here is the song Put Your Bits by Cardiac Necropsy.,I have provided the song Put Your Bits by Cardiac Necropsy.,train
dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_0_2__g2,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_0_2,Here is the song Put Your Bits by Cardiac Necropsy.,"Here is Cardiac Necropsy's song, Put Your Bits.",train
dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_4_6__g1,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_4_6,I have found Morbid Scum Division by Cardiac Necropsy.,I've located Morbid Scum Division by Cardiac Necropsy.,train
dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_4_6__g2,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_4_6,I have found Morbid Scum Division by Cardiac Necropsy.,I have discovered Cardiac Necropsy's Morbid Scum Division.,train
dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_7_11__g1,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_7_11,How about the song Reign of AD-Dajjal by Cardiac Necropsy?,What do you think about the track Reign of AD-Dajjal by Cardiac Necropsy?,train
dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_7_11__g2,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc_7_11,How about the song Reign of AD-Dajjal by Cardiac Necropsy?,How do you feel about Cardiac Necropsy's song Reign of AD-Dajjal?,train
dlg-7add8128-80d2-44c0-a21a-d16fce4eea15,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_1_4__g1,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_1_4,Here is Chopin - Nocturne op.9 No.2.,I have provided Chopin's Nocturne op.9 No.2 for you.,validation
dlg-7add8128-80d2-44c0-a21a-d16fce4eea15,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_1_4__g2,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_1_4,Here is Chopin - Nocturne op.9 No.2.,Please find Chopin - Nocturne op.9 No.2 here.,validation
dlg-7add8128-80d2-44c0-a21a-d16fce4eea15,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_5_6__g1,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_5_6,Here is Tchaikovsky -Dance Of The Sugarplum Fairy.,I have provided Tchaikovsky - Dance Of The Sugarplum Fairy.,validation
dlg-7add8128-80d2-44c0-a21a-d16fce4eea15,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_5_6__g2,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_5_6,Here is Tchaikovsky -Dance Of The Sugarplum Fairy.,Here is the piece Dance Of The Sugarplum Fairy by Tchaikovsky.,validation
dlg-7add8128-80d2-44c0-a21a-d16fce4eea15,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_8_9__g1,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_8_9,How about Tchaikovsky - The Nutcracker - Marche.,What about Tchaikovsky's The Nutcracker - Marche?,validation
dlg-7add8128-80d2-44c0-a21a-d16fce4eea15,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_8_9__g2,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15_8_9,How about Tchaikovsky - The Nutcracker - Marche.,Would you like to hear Tchaikovsky - The Nutcracker - Marche?,validation
dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153,dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153_2_3__g1,dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153_2_3,"Sure, here's the song by Guns N' Rose.","Certainly, here is the track by Guns N' Rose.",train
dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153,dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153_2_3__g2,dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153_2_3,"Sure, here's the song by Guns N' Rose.","Of course, here is the song from Guns N' Rose.",train
dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153,dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153_4_7__g1,dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153_4_7,"Okay, no problem. Here's the another song of Appetite for Destruction. Sure, here's the another song by Guns N' Roses.","No problem at all. Here is another track from Appetite for Destruction. Certainly, here is another song by Guns N' Roses.",train
dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153,dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153_4_7__g2,dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153_4_7,"Okay, no problem. Here's the another song of Appetite for Destruction. Sure, here's the another song by Guns N' Roses.","That is no problem. Here is another song from Appetite for Destruction. Of course, here is another Guns N' Roses song.",train
dlg-7b21a55c-abb6-4204-83f8-165fda1da520,dlg-7b21a55c-abb6-4204-83f8-165fda1da520_1_5__g1,dlg-7b21a55c-abb6-4204-83f8-165fda1da520_1_5,Johnnie Taylor - Soul Heaven. Wicked Heads - Choices.,Johnnie Taylor - Soul Heaven. Wicked Heads - Choices.,train
dlg-7b21a55c-abb6-4204-83f8-165fda1da520,dlg-7b21a55c-abb6-4204-83f8-165fda1da520_1_5__g2,dlg-7b21a55c-abb6-4204-83f8-165fda1da520_1_5,Johnnie Taylor - Soul Heaven. Wicked Heads - Choices.,Johnnie Taylor - Soul Heaven. Wicked Heads - Choices.,train
dlg-7b21a55c-abb6-4204-83f8-165fda1da520,dlg-7b21a55c-abb6-4204-83f8-165fda1da520_7_9__g1,dlg-7b21a55c-abb6-4204-83f8-165fda1da520_7_9,Mississipi John Hurt - You Are My Sunshine.,Mississipi John Hurt - You Are My Sunshine.,train
dlg-7b21a55c-abb6-4204-83f8-165fda1da520,dlg-7b21a55c-abb6-4204-83f8-165fda1da520_7_9__g2,dlg-7b21a55c-abb6-4204-83f8-165fda1da520_7_9,Mississipi John Hurt - You Are My Sunshine.,You Are My Sunshine by Mississipi John Hurt.,train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_1_5__g1,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_1_5,"Okay, let's see what I can find that you may not be familiar with. What about the artist A Day to Remember, they seem to similar to Wage War. Another one is We Came as Romans.",Let me look for some artists you might not know. How about A Day to Remember? They are quite similar to Wage War. I also suggest We Came as Romans.,train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_1_5__g2,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_1_5,"Okay, let's see what I can find that you may not be familiar with. What about the artist A Day to Remember, they seem to similar to Wage War. Another one is We Came as Romans.","I'll see what I can find that's new to you. You might like A Day to Remember, as they seem similar to Wage War, or perhaps We Came as Romans.",train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_6_9__g1,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_6_9,Here is the song We Got This by A Day To Remember.,I have provided the song We Got This by A Day To Remember.,train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_6_9__g2,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_6_9,Here is the song We Got This by A Day To Remember.,"Here is A Day To Remember's song, We Got This.",train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_10_11__g1,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_10_11,Here is the song All I Want by the artist A Day To Remember.,I have provided the song All I Want by A Day To Remember.,train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_10_11__g2,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_10_11,Here is the song All I Want by the artist A Day To Remember.,The track All I Want by the artist A Day To Remember is here for you.,train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_12_13__g1,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_12_13,Here is song hope by the other artist We Came as Romans.,I have provided the song 'hope' by the artist We Came as Romans.,train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_12_13__g2,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_12_13,Here is song hope by the other artist We Came as Romans.,Here is the track 'hope' by We Came as Romans.,train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_14_15__g1,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_14_15,Here is another song called Cold Like War by we came as Romans.,I have another song for you titled Cold Like War by we came as Romans.,train
dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_14_15__g2,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745_14_15,Here is another song called Cold Like War by we came as Romans.,Here is another track by we came as Romans called Cold Like War.,train
dlg-7b551076-1ab7-48de-a566-d7b295f3a006,dlg-7b551076-1ab7-48de-a566-d7b295f3a006_3_6__g1,dlg-7b551076-1ab7-48de-a566-d7b295f3a006_3_6,Here is Hellboy by Lil peep.,I have provided Hellboy by Lil peep for you.,train
dlg-7b551076-1ab7-48de-a566-d7b295f3a006,dlg-7b551076-1ab7-48de-a566-d7b295f3a006_3_6__g2,dlg-7b551076-1ab7-48de-a566-d7b295f3a006_3_6,Here is Hellboy by Lil peep.,Here is the track Hellboy by Lil peep.,train
dlg-7b551076-1ab7-48de-a566-d7b295f3a006,dlg-7b551076-1ab7-48de-a566-d7b295f3a006_7_14__g1,dlg-7b551076-1ab7-48de-a566-d7b295f3a006_7_14,Here is Benz Truck by Lil peep. Here is the way I see things by Lil peep.,I have provided Benz Truck by Lil peep and the way I see things by Lil peep.,train
dlg-7b551076-1ab7-48de-a566-d7b295f3a006,dlg-7b551076-1ab7-48de-a566-d7b295f3a006_7_14__g2,dlg-7b551076-1ab7-48de-a566-d7b295f3a006_7_14,Here is Benz Truck by Lil peep. Here is the way I see things by Lil peep.,"Here are the songs Benz Truck and the way I see things, both by Lil peep.",train
dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239,dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239_1_2__g1,dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239_1_2,How about the song Like a Rolling Stone by Bob Dylan?,How about the song Like a Rolling Stone by Bob Dylan?,train
dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239,dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239_1_2__g2,dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239_1_2,How about the song Like a Rolling Stone by Bob Dylan?,Would you like to hear Like a Rolling Stone by Bob Dylan?,train
dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239,dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239_5_11__g1,dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239_5_11,"How about the song called A Hard Rain's A-Gonna Fall by Bob Dylan? One more song, here it is Thunder On The Mountain.","What about the song A Hard Rain's A-Gonna Fall by Bob Dylan? I have one more song for you, which is Thunder On The Mountain.",train
dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239,dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239_5_11__g2,dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239_5_11,"How about the song called A Hard Rain's A-Gonna Fall by Bob Dylan? One more song, here it is Thunder On The Mountain.",How about Bob Dylan's A Hard Rain's A-Gonna Fall? Here is one more song: Thunder On The Mountain.,train
dlg-7bf846bb-2764-4e66-8837-ca21e4182629,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_2_3__g1,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_2_3,"Okay, sure thing. Here is Bonobo with Pick Up.",Certainly. Here is Pick Up by Bonobo.,validation
dlg-7bf846bb-2764-4e66-8837-ca21e4182629,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_2_3__g2,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_2_3,"Okay, sure thing. Here is Bonobo with Pick Up.",Of course. I have Bonobo's Pick Up for you here.,validation
dlg-7bf846bb-2764-4e66-8837-ca21e4182629,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_5_9__g1,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_5_9,"Okay, sure thing. Here is Bonobo with Something Longer For Windy.",Certainly. Here is Bonobo's Something Longer For Windy.,validation
dlg-7bf846bb-2764-4e66-8837-ca21e4182629,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_5_9__g2,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_5_9,"Okay, sure thing. Here is Bonobo with Something Longer For Windy.",Of course. I have here Bonobo with Something Longer For Windy.,validation
dlg-7bf846bb-2764-4e66-8837-ca21e4182629,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_12_16__g1,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_12_16,Here is Bonobo with Flutter.,I have here Bonobo with Flutter.,validation
dlg-7bf846bb-2764-4e66-8837-ca21e4182629,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_12_16__g2,dlg-7bf846bb-2764-4e66-8837-ca21e4182629_12_16,Here is Bonobo with Flutter.,Here is the track Flutter by Bonobo.,validation
dlg-7c248fdf-dc21-448d-874e-0e6406584799,dlg-7c248fdf-dc21-448d-874e-0e6406584799_1_3__g1,dlg-7c248fdf-dc21-448d-874e-0e6406584799_1_3,"""Talking To Myself"" by Linkin Park.","""Talking To Myself"" by Linkin Park.",train
dlg-7c248fdf-dc21-448d-874e-0e6406584799,dlg-7c248fdf-dc21-448d-874e-0e6406584799_1_3__g2,dlg-7c248fdf-dc21-448d-874e-0e6406584799_1_3,"""Talking To Myself"" by Linkin Park.","""Talking To Myself"" by the band Linkin Park.",train
dlg-7c248fdf-dc21-448d-874e-0e6406584799,dlg-7c248fdf-dc21-448d-874e-0e6406584799_4_7__g1,dlg-7c248fdf-dc21-448d-874e-0e6406584799_4_7,"""Burn It Down by""- Linkin Park. ""Lost In The Echo"" by- Linkin Park.","""Burn It Down"" by Linkin Park and ""Lost In The Echo"" by Linkin Park.",train
dlg-7c248fdf-dc21-448d-874e-0e6406584799,dlg-7c248fdf-dc21-448d-874e-0e6406584799_4_7__g2,dlg-7c248fdf-dc21-448d-874e-0e6406584799_4_7,"""Burn It Down by""- Linkin Park. ""Lost In The Echo"" by- Linkin Park.","""Burn It Down"" by Linkin Park, along with ""Lost In The Echo"" by Linkin Park.",train
dlg-7c377041-dfd3-45c9-8749-7dc7b4b0f88b,dlg-7c377041-dfd3-45c9-8749-7dc7b4b0f88b_0_6__g1,dlg-7c377041-dfd3-45c9-8749-7dc7b4b0f88b_0_6,"Sure, here is the song by Willie Clarence. Fetty Wap - Again.","Of course, here is the track by Willie Clarence. Fetty Wap - Again.",train
dlg-7c377041-dfd3-45c9-8749-7dc7b4b0f88b,dlg-7c377041-dfd3-45c9-8749-7dc7b4b0f88b_0_6__g2,dlg-7c377041-dfd3-45c9-8749-7dc7b4b0f88b_0_6,"Sure, here is the song by Willie Clarence. Fetty Wap - Again.","Certainly, here is the song by Willie Clarence. Fetty Wap - Again.",train
dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_0_1__g1,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_0_1,Here is a song called Carry On Wayward Son by Anthrax.,I have a song for you titled Carry On Wayward Son by Anthrax.,train
dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_0_1__g2,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_0_1,Here is a song called Carry On Wayward Son by Anthrax.,Here is the track Carry On Wayward Son by the band Anthrax.,train
dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_3_4__g1,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_3_4,Here is a similar song called the Picture of Home by Deep Purple.,I have a similar song for you titled Picture of Home by Deep Purple.,train
dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_3_4__g2,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_3_4,Here is a similar song called the Picture of Home by Deep Purple.,You might also like a similar track called Picture of Home by Deep Purple.,train
dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_5_6__g1,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_5_6,Here is Picture of Home by Yngwie Malmsteen.,I have provided Picture of Home by Yngwie Malmsteen.,train
dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_5_6__g2,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca_5_6,Here is Picture of Home by Yngwie Malmsteen.,Here is the track Picture of Home by Yngwie Malmsteen.,train
dlg-7c44a302-96a1-42fb-b8bc-500a647e754a,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_1_3__g1,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_1_3,Of course. Drake-Show Me A Good Time.,Certainly. Here is Drake's 'Show Me A Good Time'.,train
dlg-7c44a302-96a1-42fb-b8bc-500a647e754a,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_1_3__g2,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_1_3,Of course. Drake-Show Me A Good Time.,Of course. I'm playing 'Show Me A Good Time' by Drake.,train
dlg-7c44a302-96a1-42fb-b8bc-500a647e754a,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_4_8__g1,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_4_8,Of course. One second. Come Winter - Drake. Come Winter - Drake.,Certainly. Just a moment. Come Winter by Drake. Come Winter - Drake.,train
dlg-7c44a302-96a1-42fb-b8bc-500a647e754a,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_4_8__g2,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_4_8,Of course. One second. Come Winter - Drake. Come Winter - Drake.,Sure thing. Give me one second. Come Winter - Drake. Come Winter - Drake.,train
dlg-7c44a302-96a1-42fb-b8bc-500a647e754a,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_9_12__g1,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_9_12,Definitely. One second. Robocop- Kanye West. Robocop- Kanye West.,Certainly. Just a moment. Robocop- Kanye West. Robocop- Kanye West.,train
dlg-7c44a302-96a1-42fb-b8bc-500a647e754a,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_9_12__g2,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a_9_12,Definitely. One second. Robocop- Kanye West. Robocop- Kanye West.,Of course. Give me one second. Robocop- Kanye West. Robocop- Kanye West.,train
dlg-7c789766-df0b-46e7-8838-1b579838b0fa,dlg-7c789766-df0b-46e7-8838-1b579838b0fa_4_9__g1,dlg-7c789766-df0b-46e7-8838-1b579838b0fa_4_9,Metro Station - Shake It. Linkin Park - Papercut. Linkin Park- Somewhere I Belong.,Metro Station - Shake It. Linkin Park - Papercut. Linkin Park- Somewhere I Belong.,train
dlg-7c789766-df0b-46e7-8838-1b579838b0fa,dlg-7c789766-df0b-46e7-8838-1b579838b0fa_4_9__g2,dlg-7c789766-df0b-46e7-8838-1b579838b0fa_4_9,Metro Station - Shake It. Linkin Park - Papercut. Linkin Park- Somewhere I Belong.,"Shake It by Metro Station, Papercut by Linkin Park, and Somewhere I Belong by Linkin Park.",train
dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033,dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033_0_1__g1,dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033_0_1,"Okay, this is from Shakira- Hips Don't Lie.","Alright, this track is 'Hips Don't Lie' by Shakira.",train
dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033,dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033_0_1__g2,dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033_0_1,"Okay, this is from Shakira- Hips Don't Lie.","Okay, here is Shakira's 'Hips Don't Lie'.",train
dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033,dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033_2_5__g1,dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033_2_5,"No problem. Okay, this is by Shakira - Me Enamore. Okay, let me check for you. Okay, this is by Shakira - Can't Remember to Forget You ft. Rihanna.","No problem. This one is 'Me Enamore' by Shakira. Let me check that for you. Okay, this is 'Can't Remember to Forget You' by Shakira featuring Rihanna.",train
dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033,dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033_2_5__g2,dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033_2_5,"No problem. Okay, this is by Shakira - Me Enamore. Okay, let me check for you. Okay, this is by Shakira - Can't Remember to Forget You ft. Rihanna.","That's no problem. This track is 'Me Enamore' by Shakira. Let me see... Okay, this is 'Can't Remember to Forget You' by Shakira ft. Rihanna.",train
dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_1_5__g1,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_1_5,Okay. Justin Timberlake. Let's see what else I can find that you may not be familiar with. Are you familiar with Charlie Puth or Lukas Graham?,"Alright, Justin Timberlake. Let me see if I can find some other artists you might not know. Have you heard of Charlie Puth or Lukas Graham?",train
dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_1_5__g2,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_1_5,Okay. Justin Timberlake. Let's see what else I can find that you may not be familiar with. Are you familiar with Charlie Puth or Lukas Graham?,"Okay, Justin Timberlake. Let's look for some other music you might not be familiar with. Are you acquainted with Charlie Puth or Lukas Graham?",train
dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_6_7__g1,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_6_7,Would you like to listen to Lukas Graham mama said?,Do you want to hear mama said by Lukas Graham?,train
dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_6_7__g2,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_6_7,Would you like to listen to Lukas Graham mama said?,Would you like to hear Lukas Graham's mama said?,train
dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_9_12__g1,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_9_12,"Okay, how about Taoi Cruz? Do you listen to him ever? Taio Cruz - Break Your Heart ft. Ludacris.","Alright, what about Taio Cruz? Do you ever listen to him? Here is Taio Cruz - Break Your Heart ft. Ludacris.",train
dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_9_12__g2,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8_9_12,"Okay, how about Taoi Cruz? Do you listen to him ever? Taio Cruz - Break Your Heart ft. Ludacris.","Okay, how about Taio Cruz? Have you ever listened to him? Taio Cruz - Break Your Heart ft. Ludacris.",train
